hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
71,2021-01-03 22:00:00,0.0,,0.0,22.71912,2.63792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2021-01-03 23:00:00,0.0,,0.0,21.25222,2.675,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2021-01-04 00:00:00,0.0,,0.0,19.97973,2.61292,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2021-01-04 01:00:00,0.0,,0.0,18.74041,2.745,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2021-01-04 02:00:00,0.0,,0.0,17.94715,3.72958,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2021-01-04 03:00:00,0.0,,0.0,17.25769,4.43375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2021-01-04 04:00:00,0.0,,0.0,16.77364,4.48083,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2021-01-04 05:00:00,0.93333,,0.93333,16.79797,3.21,0.2,-2.3328667,119.39381,88.87715,0.0,,0.93333,0.0,0.99092543,0.00035516024,0.0,0.99087906,0.0,0.0,0.9446477,0.0,0.9257548,0.9258163,87.05642,16.846134,8.123262,8.04813,8.023088,0.0,0.0,8.022972,129.93097,0.0,0.0,0.0,8.022972,0.0,580.0,0.0,0.0
79,2021-01-04 06:00:00,115.5,,47.33333,17.94106,2.39125,0.2,8.947175,111.36948,80.62248,0.0,,115.5,71.25337,48.70821,0.043951236,71.25337,48.706284,0.043951236,52.90085,46.434124,0.0,97.348274,97.201996,9142.11,23.189806,8609.457,8645.922,7966.162,0.0,0.0,7962.38,733.595,0.0,0.0,0.0,0.0,7962.38,733.595,7795.17,7793.69677734375
80,2021-01-04 07:00:00,311.3,,77.3,19.75933,2.225,0.2,20.837442,104.04788,68.80727,0.0,,311.3,237.36487,79.26321,0.118459046,237.36487,79.25986,0.118459046,216.34187,75.562164,0.0,286.06595,285.96637,26892.52,35.31829,26545.21,25459.877,24328.898,0.0,0.0,24294.814,720.8202,0.0,0.0,0.0,0.0,24294.814,720.8202,23784.623,23771.935546875
81,2021-01-04 08:00:00,522.1667,,106.46667,21.84202,2.275,0.2,33.109425,96.869774,56.63442,0.0,,522.1667,417.95618,108.859184,0.19870019,417.95618,108.85441,0.19870019,400.80292,103.77589,0.0,494.48724,494.17148,46469.73,48.66798,46458.316,42223.117,40791.29,0.0,0.0,40684.195,683.9516,0.0,0.0,0.0,0.0,40684.195,683.9516,39829.83,39794.6875
82,2021-01-04 09:00:00,707.7833,,166.58333,23.92376,2.26125,0.2,45.57027,89.06492,44.314316,0.0,,707.7833,541.7587,169.40521,0.26933292,541.7587,169.39766,0.26933292,530.9533,161.49445,0.0,678.5988,678.5797,63809.453,60.78332,64001.223,55126.367,53603.7,0.0,0.0,53396.016,645.4137,0.0,0.0,0.0,0.0,53396.016,645.4137,52274.7,52214.296875
83,2021-01-04 10:00:00,857.6167,,220.13333,25.85066,2.52417,0.2,57.982746,79.0849,32.129932,0.0,,857.6167,636.4193,222.97508,0.32634905,636.4193,222.965,0.32634905,630.6479,212.56247,0.0,826.3461,826.2611,77695.48,70.19837,77902.26,64125.14,62495.39,0.0,0.0,62184.863,614.81647,0.0,0.0,0.0,0.0,62184.863,614.81647,60878.98,60797.28515625
84,2021-01-04 11:00:00,932.4667,,313.21667,27.46535,2.595,0.2,69.79434,62.281513,20.751808,0.0,,932.4667,617.04193,315.35388,0.35483173,617.04193,315.33942,0.35483173,614.90106,300.62695,0.0,897.21747,897.22205,84369.61,75.46678,84520.28,67716.3,65844.38,0.0,0.0,65475.94,595.0483,0.0,0.0,0.0,0.0,65475.94,595.0483,64100.945,64010.25390625
